"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12"
"Poinsettia Heights","Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464000,449000,479000,512450,550000,530000,519000,525000,490000,492250,475000,475000,477000,472449.5,474999,492000,474949.5,474999,454000,450000,454950,454500,479900,498000,519000,529891,479000,479900,495000,536855.5,550000
"North Dennis","Dennis","MA","Barnstable Town","Barnstable County",2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699450,710950,669000,659450,693500,722000,735000,682000,642400,660950,584000,649450,649900,659000,649450,619000,629000
"Duquesne Heights","Pittsburgh","PA","Pittsburgh","Allegheny County",2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222400,219900,224900,229949.5,264500,279900,259900,290000,290000,273400,248900,249900
"Melrose","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487450,522000,530000,561500,569900,582500,575000,585000,575000,569900,505900,495900,579900,574900,567450,585000,599900,629900,629900,634000,634500,619900,614900,574450,574450,575000,579000,624444,662500,650000,699450,684900,675000,669000,659900,679000,624500,640000,650000,634950,627450,628700,639900,682450,705000,736950,734000,734900,744900,749900,764950,667450,749450,709500,797000,785200,707400,714900,754900,737400,754950,724999,776334.5,777669,775000,775000,762450,685900
"Dearborn Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000,337000,335000,337000,339900,339900,349000,384000,384500,375000,379000,349000,326950,327450,344950,349900,364000,382200,377200,374900,354900,337000,354900,409000,439999,393450,397000,449000,465000,449900,449900,445900,425000,415000,450000,457900,385000,382000,389000,387000,419000,425000,425000,442450,449900,436500,414949.5,397450,394900,389700,399900,399900,399900,384900,359950,354950,350000,375000,379500
"Chicago-Dempster","Evanston","IL","Chicago-Naperville-Elgin","Cook County",2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,350000,350000,350000,350000,350000,4e+05,362500,350000,337500,350000,337500,294500,335000,350000,344400,336900
"Covenant Hills Village","Ladera Ranch","CA","Los Angeles-Long Beach-Anaheim","Orange County",2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699499.5,1799000,1749999,1757499.5,1582500,1650000,1675000,1700000,1699000,1748500,1796500,1699000,1798000,1748500,1785000,1689000
"South Plaza","Kansas City","MO","Kansas City","Jackson County",2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362500,370000,414000,355000,354950,384000,375000,379000,375000,362450,362450,354950
"Heart of the Westside","Springfield","MO","Springfield","Greene County",2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77853.5,65118.5,64020,69602,61466,61432,60500,61432,62286,67750,61432,62500,64900,63500,61432,63500,65418.5,65118.5,69000,69900,71000,65118.5,64020,63140,64900,64238.5,62286,62000,60666,59900,62820,62500,58500,61432,64020,67495,63140,59900,59900,63140
"Wagener Terrace","Charleston","SC","Charleston-North Charleston","Charleston County",2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549450,607000,584500,570000,572500,597450,575000,575000,557500,549000,524950,511500,524000,512487.5,499462.5,496987.5,450000,476875,482000,489000,520000,525000,542000,529900,526999.5,536250,470000,475000
"North Hill","Minot","ND","Minot","Ward County",2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,149900,149900,157900,149900,148450,149500,149900,149900,149900,149900,149950,159900,159000,159945,159450,166400,162900,160900,167400,162900,164900,164900,160400,154900,154900,160000,139900,137400,132450,145000,145000
"Bluffs","Jupiter","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244900,245000,259000,259000,289000,275000,249500,259000,281950,3e+05,299000,349000,319000,319000,355000,352000,356000,344000,346500,341500,318700,299000,299450,304950,324900,327450,322450,330000,330000,329900,324000,315000,322000,325000,337250,325000,325000,327000,331450,339500,339500,349000,349000,347000,379000,375000,399000,412450,450000,444450,447450,429250,369500,369500,375000,359000,357500,377400,375000,374950,374950,385500,379000,385500,379000,382450,379900,385000,389900,389450,379900,385000,339500,367000,369900,410000,430925,425000,416000,417000,446000,399000,404500,360000,369500,377000,375000,404950
"Westside","Charleston","SC","Charleston-North Charleston","Charleston County",2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535000,575000,549500,537250,539500,522000,5e+05,499000,499000,467500,466250,465000,475000,495000,485000,499000,489000,549000,569000,6e+05,637450,559000,559000,549000
"High Point","Delray Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77900,77400,68250,72000,83500,86900,86750,94900,92200,89900,85500,87000,88750,87250,94450,98675,94999.5,94900,94999,97000,96500,95750,96500,102450,107449.5,109900,105000,99000,103999.5,108700,108000,108000,108000,106990,104500,108500,105000,102000,104000,105100,103950,101000,103500,105000,109999,119950,119500,119450,124700,124900,122250,118250,119950,121894,119900,138750,126000,130000,130000,132500,135450,134900,130000,129950,129900,127000,127000,124900,124900,122375,125000,127000
"Ridgecrest","Moreno Valley","CA","Riverside-San Bernardino-Ontario","Riverside County",2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299900,294500,300500,304900,310000,304900,314900,314900,315000,3e+05,307000,299500,299000,3e+05,320000,339000,332450,339000,332999,350000,329900,319790,319999,329900,335000,347000,348638.5,345000,335499.5,329850,329900,335000,330000,335000,338900,329000,327000,334900,342250,342450,334950,345000,365000,365000,364000,369000,379990,377495,379995,376990,387500,381990,383495,372450,370000,375000,375000,379990,375495,383500,385990,387495,383757,383757,383373.5,381445,377490,379900
"Pecan Plantation","Granbury","TX","Dallas-Fort Worth-Arlington","Hood County",2078,225000,227500,239000,228250,259900,249450,249900,264900,263700,254900,259900,249000,234400,223950,234450,239900,244450,237000,229000,229900,228250,239900,239900,228250,225000,219000,225000,249450,238900,238950,245900,239900,240000,239450,242450,244900,240000,239950,235000,238450,238450,250000,249500,264475,262925,261900,274450,270000,257000,254000,259000,249000,259000,249000,249000,259000,259000,266700,269400,269900,269900,263125,257000,246950,244700,234700,239500,249750,262400,294500,324450,309000,305500,319000,319947.5,311000,313450,289000,285000,285000,289900,297000,289000,280000,305950,310550,314750,302800,285000,3e+05,312000,315900,299999,315950,319900,312000,314500,317750,312000,315000,319450,309900,311000,329000,334900,343450,335000,339950,334900,324750,327250,339000,337000,330000,343900,339900,349900,349500,349250,341950
"DeCordova","Granbury","TX","Dallas-Fort Worth-Arlington","Hood County",2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241000,269500,269500,265000,249900,241000,248500,264900,239400,235000,239900,252750,259000,269500,283200,282500,269900,269250,275000,272450,259900
"Hillside","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836850,849700,874800,975000,925000,949900,950000,937500,927000,879000,887000,875000,899500,985000,924000,9e+05,9e+05,880000,875000,950000,924950,880000
"Cooley Station","Gilbert","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334500,329342.5,339900,332500,339900,325000,337449.5,350000,334900,356450,344900,359175,359900,359900,359900
"Civano","Tucson","AZ","Tucson","Pima County",2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254500,257450,256250,262400,250000,250000,249900,243500,245500,249900,288000,295500,294500,269000,279000,295000,296763,296488,296446,284700,272500
"Italian Village","Columbus","OH","Columbus","Franklin County",2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458000,456000,444000,431700,479900,469950,399900,409900,395730,409900,383480,395115,395730,384730
"Central Beach Alliance","Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,718700,710500,749000,750000,777000,857250,849000,849250,899500,849500,892500,869000,849450,797000,698500,692500,699000,717500,727000,737000,729000,729000,725000,699499.5,685000,699000,689900,707500,720000,719950,725000,753919,772450,751838,750000,750000
"Tannersville","Pocono Township","PA","East Stroudsburg","Monroe County",2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900,208700,212450,199450,199000,199900,199900,198250,199000,195700,189000,197250,198000,189000,189000,182200,189450,189000,179000,187450,187500,189900,187500,179900,179000,179450,179900,179000,179000,170000,179000,179900,184900,189500,185000,197250,199900,199425,198100,199949.5,199000,201450,199850,199000,199000,194900,195000,192000,194250,197000,197000,185000,185000,187900,187450,199000,199000,199000,192800,199000,207000,207000,199900,199450,202450,199450,197000,189900,195750,199950,199900,205000,205000,199900,199900
"Trilogy","Gilbert","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",2086,289850,295950,307000,307000,307000,314950,289250,287700,259900,259000,250000,249000,244450,239900,239000,235000,229975,227000,224950,224900,230000,249500,259900,284250,292200,289000,289000,279950,289000,274950,274950,284700,279900,294800,277900,283400,272950,275500,279000,299900,287950,299900,324969,289900,324950,316950,309000,299000,299000,289900,315000,319450,322450,316950,322450,324000,321450,315000,334300,325990,314950,325000,331999.5,337750,334950,327495,314000,337900,325000,325000,325000,325000,326250,325000,328000,325000,339450,354950,358450,346400,349950,343750,349250,325000,325000,325000,325000,339899,337899.5,335000,335000,343500,345000,360000,355000,359000,352500,339000,355000,339000,347000,359900,339900,357000,344000,354900,361950,369000,365000,365000,362450,359000,349000,349450,345000,348900,349900,337000,342499.5,349999
"Port Royal","Hilton Head Island","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County",2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,249000,239900,239250,237000,244000,269000,316400,349250,379000,379000,341950
"Oxnard Shores","Oxnard","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874499.5,799450,850000,850000,820000,799500,825000,825000,850000,877500,849888,859000,859000,859000,957000,1095000,974500,944500,859000,799000,799000,859000,951950,904000,964000,999444,1099000,1172000,1199000,1175888,1095000,1097000,1095000
"Central Business District","Louisville","KY","Louisville/Jefferson County","Jefferson County",2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420000,415000,410000,410000,410000,410000,410000,375000,367000,402500,415000,410000,410000,4e+05,422500,437500,433450,415000,385000,375000,385000,385000
"The Dominion","San Antonio","TX","San Antonio-New Braunfels","Bexar County",2090,749000,749900,695000,662500,687000,699900,729000,714450,729000,696997.5,692450,675000,675000,668997.5,668997.5,662499.5,666497.5,649995,649000,630000,650000,649000,639000,617500,605895,599950,598750,599000,597400,565995,607995,599000,579000,579000,594700,579900,569900,550000,543447.5,544900,549500,571593.5,575000,587000,595000,599450,612995,624900,574945,569000,571995,584500,589000,589000,579900,569497.5,569995,591960,573497.5,569000,580992.5,567995,576492.5,567247.5,584900,589995,594995,594990,579000,6e+05,599900,564990,598450,589450,607606,575000,635000,669000,649000,615606,647500,650000,649950,639000,647500,647500,698000,699000,744000,734450,739000,729450,849500,849950,859950,879250,872500,875000,869999,799450,799000,789700,750000,749950,749900,749950,750900,750000,750000,750000,749900,750000,749900,749450,749000,749450,749450,729000,705000,729000
"Harbordale","Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274900,287450,299900,309950,294900,319999,349500,312499.5,274900,274900,312499.5,292000,3e+05,299999.5,325000,325000,326400,337700,325000,325000,299000,279500,282000,274900,270000,269500,277200,302250,250000,258000,240000,250000,270400,294250,325000,325000,302250,299000,312000,280000,272900,270000,304950,325000,319900,317612.5,311162.5,315325,299000,295000,295000,324000,321000,339900,325000,317500,329000
"Mt. Paran - Northside","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000,2258500,2122500,2e+06,1865000,1949500,1895000,2097500,2387500,2200000,2112500,2149500,2074500,2074500,2200000,2247500,2150000,2180000,2200000,2180000,2075000,2075000,1985000,1750000,1800000,1792500,1700000,1722500,1750000,1650000,1761030.5,1895000
"Downtown","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639900,632450,624000,599450,657000,639900,599999.5,609000,599900,604499.5,609000,599250,602499.5,639900,725000,662490,619500,654995,599000,622450,647000,649999,627000,595000,595000,595000,649000,689000,749000
"Northside","Wheaton","IL","Chicago-Naperville-Elgin","DuPage County",2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000,680000,670000,644900,659450,644900,549900,549900,549450,559900,549000,549000,622500,622500,599000,599000,549450,549000,549000,549000,618500,583750
"Park Meadows","Park City","UT","Summit Park","Summit County",2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195000,2217500,2240000,2070000,1995000,1960000,1862500,1772500,1724500,1697000,1645000,1704500,1545000,1694000,1595000,1622000,1670000,1649500,1650000,1668200,1650000,1686400,1650000,1668200,1872000
"Cordata","Bellingham","WA","Bellingham","Whatcom County",2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,291900,289000,330000,319500,293950,305000,339500,357900,352900,303950,302900,335000,345000,325950,334000,323000,354900,324900,329900,324900,330000,330000,329900,349900,354900,354900,342500,335000,379000,385000,364900,348000
"Peacock Hill","Gig Harbor","WA","Seattle-Tacoma-Bellevue","Pierce County",2097,624000,599000,569000,554500,559000,549700,572450,585000,580000,554250,562000,549000,549500,549250,519475,499900,499000,499000,502425,495000,496975,496975,484500,475000,492000,492000,489000,495000,520000,506875,537475,530000,559000,544475,539950,549500,549000,549750,549250,549750,549000,549250,549000,549500,554250,549000,582000,565000,539475,569000,599000,629000,530000,609450,598950,549000,599000,614497.5,606000,597950,619995,637000,642500,646000,674500,670000,649500,639000,635000,649000,635000,647000,599950,599950,612475,634950,624450,619995,619995,599950,619000,610000,614500,604950,587450,635995,639250,649995,649950,671250,669450,666947.5,668900,649995,664995,675000,666500,665937,659925,665937,659447.5,654995,659000,659450,659000,669447.5,669900,669900,669447.5,669447.5,674995,669900,659000,658997.5,668995,681995,694975,686000,689500,689500
"Potosi","Abilene","TX","Abilene","Taylor County",2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000,265000,287400,267450,284700,259900,275000,3e+05,329900,339950,292500,270000,259900,237046,234523,230950,237046,238473,227800
"Fairway","New Smyrna Beach","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County",2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190000,181500,176000,186500,211950,214000,207500,199950,2e+05,197450,199000,195000,195900,189900,189950,192000,216614.5,195900,202949.5,195900,209999,215000,212499.5
"Clearbrook Park","Monroe Township","NJ","New York-Newark-Jersey City","Middlesex County",2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146950,154000,162500,149999,152500,159400,164450,159900,159900,165000,165000,155000,157500,158950,154900,149900,149900,149900,164000,160000,162400,167900,170000,169900,169450,167000,169808,171200,164900,157400,159900,167900,174900,180950,189900,191500,175000,179900,190000,190000,195000,189000,189900,189450,204900,219000,219900,207000,219950,207000,215000,224900,219900,219900,209450,199900,199900,209900,209000,212500,212250,213500,217949.5,219900,224000
"Essex Village","Essex","CT","Hartford-West Hartford-East Hartford","Middlesex County",2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629000,599450,599000,592000,524450,599900,604950,617500,610000,585000,575000,625000,575000,575000,599000,592000,575000,585000,585000,545000,557250,567000,565000,524900,534578,555000,564900,595000,649000,673250
"Bolton","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502900,502900,502900,499900,512900,539900,539900,535900,528640,534900,544830,537900,513950,499900,499900,457450,501632.5,488245,459900,449900,466100
"German Village","Columbus","OH","Columbus","Franklin County",2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384950,432400,404450,450000,434200,419000,462450,509000,469900,449900,444500,475000,522450,544900,534900,549950,589000,552450,569900,599900,572450,555000,555000,549900,543950,549900,579000,525000,529900,512400,474900,494450,487400,433450,464950,470000,479000,524900,529500,499000,475000,499900,472400,499000,509500,489900,434900,441950,449000
"Godley Station","Savannah","GA","Savannah","Chatham County",2104,159999.5,156165,156082.5,162702,153450,153492.5,154900,153535,169999,145675,143200,138175,144900,138950,139900,137000,135950,154990,154900,152390,149900,152584.5,154990,152450,154945,154990,152927.5,156775,163990,168594,171000,166990,164990,171990,171990,174573,179900,182900,169900,169900,171900,173900,169500,172900,169900,171900,169900,168434.5,174900,189450,184950,185000,185000,174900,178900,183206.5,198900,198900,199900,199250,200186,199500,195900,197000,199500,199500,199500,195122,196400,185000,196368.5,195900,200203,195546,200525,212000,210000,213000,210000,215400,210462.5,212900,218900,219900,220900,219785,221300,221550,221900,222900,225000,225200,227950,230000,229168.5,228900,227990,228900,228900,234900,230495,234200,235357.5,238000,239000,239900,239900,241900,240975,239000,242200,240508.5,239000,238900,232550,235000,237346.5,235500,238950,238830
"Downtown East","Minneapolis","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549900,539900,542450,534900,534950,534900,537400,552400,564900,546950,564900,550000,572450,575000,544900,542450,549900,549900,509900,524900,524900,517400,524900,524900,524900,528650,535900,559900,564900,574900,589900,599900,604900,665700
"North Ocean City","Ocean City","MD","Salisbury","Worcester County",2106,349492,349500,339500,337000,330000,325000,324800,314900,315000,304450,299000,295450,291200,289000,289900,289900,289900,279900,279000,279000,279250,277000,275000,275000,275000,272450,269900,265000,269000,264500,264500,264900,259000,259990,264900,259900,261950,254000,259000,259000,250000,259000,255000,259900,259900,259990,269000,264900,265000,269900,274850,275000,270000,269900,274000,270000,274850,273900,274900,269800,260000,259900,259900,259900,264900,267200,268250,259700,259999.5,259900,264250,264900,264900,260000,264550,264900,264500,259900,259900,259000,259000,259000,259900,264500,266500,266500,269900,269900,270000,269900,269250,275000,274900,273000,274950,269900,267500,269900,269000,269900,269000,269000,279492,285000,279900,283200,285000,285000,285000,289000,296250,289000,289900,299999,302500,307000,299999,289900,289000,289900
